makeid,modelid,manufacturerid,VIN,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor
467,1834,984,1G1ZT51826F1,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3498,213.5831043,3.5,4,,,,LX9,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",CHEVROLET,GENERAL MOTORS LLC,Malibu,2006,KANSAS CITY,,,,,LT,PASSENGER CAR,4,,,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),Fairfax Assembly,KANSAS,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,6,,,GM,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1G1ZT518*6F
2409,6495,994,1P3ES47C8XD1,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2000,122.0474882,2,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",PLYMOUTH,FCA US LLC,Neon,1999,BELVIDERE,,PL,,,Expresso,PASSENGER CAR,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),,In-Line,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),Belvidere Assembly,ILLINOIS,,Manual,,,,,,,,,,,,,,,,,,H Series,,,Body Style: Pillared Hardtop,,Not Applicable,Not Applicable,,,,CGW except LH,,,,,,"Engine Info: 16V, Sales Code: ECB",,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1P3ES47C*XD
448,2469,1088,4T1BG22K7WU2,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2164,132.1,2.2,4,4x2,,,5S-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Camry,1998,,,MCV20L/SXV20L,,,,PASSENGER CAR,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,In-Line,1st Row (Driver and Passenger),,,,130,,UNITED STATES (USA),,KENTUCKY,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,138,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,4T1BG22K*WU
472,1857,984,1GTHK23142F2,,,,Crew/Super Crew/Crew Max,Pickup,8,,6600,402.756711,6.6,4,4WD/4-Wheel Drive/4x4,,,LB7,,,Diesel,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",GMC,GENERAL MOTORS LLC,Sierra,2002,FLINT,,2500 (3/4 Ton),,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,,,UNITED STATES (USA),GM Truck Group,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,Yes,,,,,,6,,,Isuzu,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GTHK231*2F
3888,11085,4249,1HD1TC811CB9,,,Not Applicable,Not Applicable,Motorcycle - Touring / Sport Touring,2,U.S.,1800,109.8427394,1.8,,,,4,Twin CAM 110,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HARLEY DAVIDSON,HARLEY-DAVIDSON MOTOR COMPANY,CVO Road Glide Custom,2012,YORK,,FLTRXSE,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,V-Shaped,,,,,91,,UNITED STATES (USA),,PENNSYLVANIA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Heavyweight Motorcycle (901cm3 or larger),,,"Domestic, Normal Introduction",,Not Applicable,Not Applicable,,,,,Air,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,1HD1TC81*CB
448,2223,1063,5TEJU62N27Z4,,,,Extra/Super/Quad/Double/King/Extended,Pickup,6,,4000,244.0949764,4,,4x2,,4,1GR-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, CALIFORNIA, INC.",Tacoma,2007,FREMONT,,TRN260L/TRN265L/GRN265L,,,Deluxe,TRUCK,,,,,,,,,,,,,Long,,Dual Overhead Cam (DOHC),,V-Shaped,,,,,236,,UNITED STATES (USA),New United Motor Manufacturing (NUMMI),CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,Cab: Double,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5TEJU62N*7Z
467,8883,984,1GNDX03E02D1,,,,,Minivan,6,,3400,207.4807299,3.4,4,4x2,,,LA1,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",CHEVROLET,GENERAL MOTORS LLC,Venture,2002,DORAVILLE,,Ext W/B,,,APV,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),NA-MCD Platform (APV),GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,6,,,FLT,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GNDX03E*2D
460,1780,979,3FAHP0GA8BR1,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2500,152.5593602,2.5,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FORD,"FORD MOTOR COMPANY, MEXICO",Fusion,2011,HERMOSILLO,,S,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,175,,MEXICO,Hermosillo,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Displacement is 2.5L 4V.,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,3FAHP0GA*BR
467,1852,984,1GNEK13TX1J2,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,5300,323.4258437,5.3,4,4WD/4-Wheel Drive/4x4,,,LM7,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",CHEVROLET,GENERAL MOTORS LLC,Tahoe,2001,JANESVILLE,,1500 (1/2 Ton),,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),GM Truck Group,WISCONSIN,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Iron,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GNEK13T*1J
474,1863,988,1HGFA16577L1,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1802.57704,110,1.80257704,4,,,,R18A1,,,Gasoline,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",Civic,2007,EAST LIBERTY,,,,Automatic,LX,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Single Overhead Cam (SOHC),5,In-Line,1st Row (Driver and Passenger),,,,140,,UNITED STATES (USA),,OHIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,Rear Restraint System: Seat Belt & Side Curtain Air bag (Rr R/L outer positions) / Seat Belt (Rr center position).),,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1HGFA165*7L
448,2223,1063,5TESN92N24Z3,,,,Extra/Super/Quad/Double/King/Extended,Pickup,6,,3378,207.4807299,3.4,,4x2,,,5VZ-FE,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, CALIFORNIA, INC.",Tacoma,2004,FREMONT,,RZN191L/RZN196L/VZN195L,,,DELUXE,TRUCK,,,Hydraulic,,,,,,,,,,Extra Long,,,,V-Shaped,,,,,190,,UNITED STATES (USA),New United Motor Manufacturing (NUMMI),CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,"Chassis: With 1/2 ton Independent Front Suspension, Extra Cab",,Not Applicable,Not Applicable,,,,,Water,190,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5TESN92N*4Z
460,1796,976,1FTNE1EW1EDA,,,,,Cargo Van,8,,4600,280.7092228,4.6,,4x2,,,Ford,,,Gasoline,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",FORD,FORD MOTOR COMPANY,E-150,2014,AVON LAKE,,Econoline,,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,225,,UNITED STATES (USA),Ohio Assembly Plant,OHIO,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Displacement is 4.6L 2V,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTNE1EW*ED
460,1779,976,1FAHP3H26CL3,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2000,122.0474882,2,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FORD,FORD MOTOR COMPANY,Focus,2012,WAYNE,,,,,SEL,PASSENGER CAR,,,,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),Flexible Fuel Vehicle (FFV),Stoichiometric Gasoline Direct Injection (SGDI),,160,,UNITED STATES (USA),Michigan Assy,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1FAHP3H2*CL
474,1869,988,5FNRL5H61CB0,,,,,Minivan,6,,3474.057568,212,3.474057568,5,,,,J35Z8,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",Odyssey,2012,LINCOLN,,,,Automatic,EXL/EXL-NAVI/EXL-RES,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd and 3rd Rows,,,,,,,Single Overhead Cam (SOHC),5,V-Shaped,1st Row (Driver and Passenger),,,,248,,UNITED STATES (USA),,ALABAMA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,Wagon body style,,,RES: Rear Entertainment System,,Not Applicable,Not Applicable,,,,"seat belts: front, mid right/left/center, rear",,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5FNRL5H6*CB
476,1892,994,1C3CDZCB2CN2,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2400,146.4569858,2.4,4,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",DODGE,FCA US LLC,Avenger,2012,STERLING HEIGHTS,,JS,Left-Hand Drive (LHD),,SXT,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),STERLING HEIGHTS ASSEMBLY PLANT,MICHIGAN,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Active Seat Belt at all Seating Position, Frontal airbag at outboard seating position",,,,,,"Sales Code: ED3,EDG,EDZ,ED7",,,,No,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1C3CDZCB*CN
3888,8509,4249,1HD1FCW1X5Y6,,,Not Applicable,Not Applicable,Motorcycle - Touring / Sport Touring,2,,1450,88.48442894,1.45,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HARLEY DAVIDSON,HARLEY-DAVIDSON MOTOR COMPANY,Electra Glide Ultra Classic,2005,YORK,,FLHTCUI,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,70,,UNITED STATES (USA),,PENNSYLVANIA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,Regular Introduction Date,2,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,Heavyweight Motorcycle: 901cm3 or larger,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,1HD1FCW1*5Y
476,1941,994,1D7HG42N33S1,,,,,Pickup,8,,4700,286.8115972,4.7,2,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA US LLC,Dakota,2003,WARREN,,AN,,,SLT,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),Dodge City Assembly,MICHIGAN,,,,,,,,,,,,,,,,,,,,H Series,,,Cab Type: Club Cab,,Not Applicable,Not Applicable,,,,,,,,,,Sales Code: EVA,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1D7HG42N*3S
468,8842,984,1G4HP54K4242,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3800,231.8902276,3.8,4,,,,L36,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,LeSabre,2002,ORION,,,,,Custom,PASSENGER CAR,4,,,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),NA-GM Corp,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,"Body Type: Sedan, 4-6 Window, Notchback (GM codes: 19, 69)",,Not Applicable,Not Applicable,,,,,,,,,,"Name Plate: Chevrolet, Pontiac, Buick",,,,,,,,,,6,,,GMPTG Flint,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1G4HP54K*24
468,1822,984,2G4WB52K6T15,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3800,231.8902276,3.8,4,,,,L36,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,Regal,1996,OSHAWA #2,,Custom,,,,PASSENGER CAR,4,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,CANADA,GMNA,ONTARIO,,Manual,,,,,,,,,,,,,,,,,,,,,"Body Type: Sedan, 4-6 Window, Notchback (GM codes: 19, 69)",,Not Applicable,Not Applicable,,,,,,,,,,"Name Plate: Chev, Pont, Olds, Buick",,,,,,,,,,6,,,FLT,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,2G4WB52K*T1
476,1942,994,1D4GP25333B1,,,,,Van,6,,3300,201.3783555,3.3,4,FWD/Front-Wheel Drive,,,,,,Flexible Fuel Vehicle (FFV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",DODGE,FCA US LLC,Caravan/Grand Caravan,2003,FENTON,,RS,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,,,UNITED STATES (USA),St Louis Assembly South,MISSOURI,,,,,,,,,,,,,,,,,,,,L Series,,,,,Not Applicable,Not Applicable,,,,,,,,,,"Engine Info: FFV,Sales Code:EGM",,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1D4GP253*3B
467,1850,984,1GCEC14W02Z1,,,,,Pickup,6,,4300,262.4021,4.3,2,4x2,,,L35,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",CHEVROLET,GENERAL MOTORS LLC,Silverado,2002,ROANOKE,,1500 (1/2 Ton),,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,,,UNITED STATES (USA),Fort Wayne Assembly,INDIANA,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,"CPI, 90 Degrees",,,,,,,,,,6,,,WRN,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GCEC14W*2Z
460,1803,976,1FTCR10A5PUA,,,,Regular,Pickup,4,,2294.18896,140,2.3,2,4x2,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",FORD,FORD MOTOR COMPANY,Ranger,1993,LOUISVILLE,,,,,XL,TRUCK,,,Hydraulic,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,98,,UNITED STATES (USA),,KENTUCKY,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Fuel Injection Type: Electronic Fuel Injection,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTCR10A*PU
474,1861,988,1HGCG1656XA0,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3015.21978,184,3.01521978,4,,,,J30A1,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,1999,MARYSVILLE,,,,Automatic,EX-V6,PASSENGER CAR,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),4,V-Shaped,1st Row (Driver and Passenger),,,,200,,UNITED STATES (USA),,OHIO,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,VTEC,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1HGCG165*XA
518,2328,14584,JNAUX51J07A4,,,,MDHD: COE (Cab Over Engine),Truck,,,4728,288.520262,4.728,,4x2,,,J05D-TA,,,Diesel,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)",UD,UD TRUCKS CORPORATION,UD1300,2007,SAITAMA,,U41,,,,INCOMPLETE VEHICLE,,,Hydraulic,,,,,,,,,,,,,,,,,,,175,,JAPAN,Ageo Plant,,,,,,,,,,,,,,,,,,,,,,,,"Cab: forward control type, The code represents the model change of vehicle series",,Not Applicable,Not Applicable,,,,,,,,,,Intercooler,,,,Yes,,,,,,6,,,,,,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,JNAUX51J*7A
460,1801,976,1FTFW1ET4EKE,,,,Crew/Super Crew/Crew Max,Pickup,6,,3500,213.583104,3.5,,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",FORD,FORD MOTOR COMPANY,F-150,2014,KANSAS CITY,,,,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,Stoichiometric Gasoline Direct Injection (SGDI),,365,,UNITED STATES (USA),,MISSOURI,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTFW1ET*EK
448,2469,1088,4T1BE46K99U7,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2362,146.456986,2.4,4,4x2,,,2AZ-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Camry,2009,GEORGETOWN,,ACV40L/GSV40L/AHV40L,,,,PASSENGER CAR,,,,,,,,1st Row (Driver and Passenger),,,,,,,Dual Overhead Cam (DOHC),,In-Line,1st Row (Driver and Passenger),,,Driver Seat Only,158,,UNITED STATES (USA),"Toyota Motor Manufacturing, Kentucky, Inc.",KENTUCKY,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,Water,170,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,4T1BE46K*9U
476,3121,1023,WD8BD644X658,,,,,Van,5,Canada,2700,164.764109,2.7,,4x2,,,MB OM647LA,,,Diesel,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",DODGE,"MERCEDES-BENZ, AG",Sprinter,2006,DUESSELDORF,,2500C/C2500/P2500,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,140,,,,Not Applicable,Not Applicable,,16,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,WD8BD644*65
474,1865,988,5J6RM4H30EL0,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2354,144,2.4,5,AWD/All-Wheel Drive,,,K24Z7,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",CR-V,2014,EAST LIBERTY,,,,Automatic,LX,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),5,In-Line,1st Row (Driver and Passenger),,,,185,,UNITED STATES (USA),,OHIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, rear, rear center",Water,205,,,,,,,,,,,,,,6,,,Honda,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5J6RM4H3*EL
